employee_id,score,pillar_code,year
EMP100408,4,GDR,2021
EMP100409,3,GDR,2021
EMP100410,2,GDR,2021
EMP100411,2,GDR,2021
EMP100412,2,GDR,2021
EMP100413,5,GDR,2021
EMP100414,4,GDR,2021
EMP100415,3,GDR,2021
EMP100416,,GDR,2021
EMP100417,3,GDR,2021
EMP100418,5,GDR,2021
EMP100419,5,GDR,2021
EMP100420,,GDR,2021
EMP100421,3,GDR,2021
EMP100422,4,GDR,2021
EMP100423,,GDR,2021
EMP100424,,GDR,2021
EMP100425,4,GDR,2021
EMP100426,3,GDR,2021
EMP100427,3,GDR,2021
EMP100428,2,GDR,2021
EMP100429,4,GDR,2021
EMP100430,6,GDR,2021
EMP100431,2,GDR,2021
EMP100432,2,GDR,2021
EMP100433,,GDR,2021
EMP100434,5,GDR,2021
EMP100435,4,GDR,2021
EMP100436,4,GDR,2021
EMP100437,3,GDR,2021
EMP100438,4,GDR,2021
EMP100439,5,GDR,2021
EMP100440,,GDR,2021
EMP100441,4,GDR,2021
EMP100442,3,GDR,2021
EMP100443,1,GDR,2021
EMP100444,99,GDR,2021
EMP100445,2,GDR,2021
EMP100446,1,GDR,2021
EMP100447,,GDR,2021
EMP100448,1,GDR,2021
EMP100449,4,GDR,2021
EMP100450,,GDR,2021
EMP100451,1,GDR,2021
EMP100452,2,GDR,2021
EMP100453,3,GDR,2021
EMP100454,,GDR,2021
EMP100455,3,GDR,2021
EMP100456,5,GDR,2021
EMP100457,3,GDR,2021
EMP100458,2,GDR,2021
EMP100459,5,GDR,2021
EMP100460,2,GDR,2021
EMP100461,2,GDR,2021
EMP100462,3,GDR,2021
EMP100463,4,GDR,2021
EMP100464,5,GDR,2021
EMP100465,5,GDR,2021
EMP100466,3,GDR,2021
EMP100467,,GDR,2021
EMP100468,3,GDR,2021
EMP100469,2,GDR,2021
EMP100470,3,GDR,2021
EMP100471,1,GDR,2021
EMP100472,3,GDR,2021
EMP100473,,GDR,2021
EMP100474,2,GDR,2021
EMP100475,3,GDR,2021
EMP100476,3,GDR,2021
EMP100477,2,GDR,2021
EMP100478,5,GDR,2021
EMP100479,,GDR,2021
EMP100480,1,GDR,2021
EMP100481,2,GDR,2021
EMP100482,3,GDR,2021
EMP100483,,GDR,2021
EMP100484,4,GDR,2021
EMP100485,,GDR,2021
EMP100486,,GDR,2021
EMP100487,3,GDR,2021
EMP100488,3,GDR,2021
EMP100489,,GDR,2021
EMP100490,5,GDR,2021
EMP100491,2,GDR,2021
EMP100492,3,GDR,2021
EMP100493,3,GDR,2021
EMP100494,3,GDR,2021
EMP100495,3,GDR,2021
EMP100496,3,GDR,2021
EMP100497,5,GDR,2021
EMP100498,4,GDR,2021
EMP100499,5,GDR,2021
EMP100500,,GDR,2021
EMP100501,1,GDR,2021
EMP100502,3,GDR,2021
EMP100503,1,GDR,2021
EMP100504,2,GDR,2021
EMP100505,5,GDR,2021
EMP100506,3,GDR,2021
EMP100507,4,GDR,2021
EMP100508,4,GDR,2021
EMP100509,3,GDR,2021
EMP100510,4,GDR,2021
EMP100511,5,GDR,2021
EMP100512,3,GDR,2021
EMP100513,,GDR,2021
EMP100514,2,GDR,2021
EMP100515,1,GDR,2021
EMP100516,4,GDR,2021
EMP100517,4,GDR,2021
EMP100518,2,GDR,2021
EMP100519,3,GDR,2021
EMP100520,2,GDR,2021
EMP100521,5,GDR,2021
EMP100522,2,GDR,2021
EMP100523,2,GDR,2021
EMP100524,,GDR,2021
EMP100525,,GDR,2021
EMP100526,4,GDR,2021
EMP100527,3,GDR,2021
EMP100528,,GDR,2021
EMP100529,3,GDR,2021
EMP100530,5,GDR,2021
EMP100531,,GDR,2021
EMP100532,5,GDR,2021
EMP100533,,GDR,2021
EMP100534,,GDR,2021
EMP100535,3,GDR,2021
EMP100536,2,GDR,2021
EMP100537,1,GDR,2021
EMP100538,5,GDR,2021
EMP100539,,GDR,2021
EMP100540,5,GDR,2021
EMP100541,4,GDR,2021
EMP100542,2,GDR,2021
EMP100543,,GDR,2021
EMP100544,,GDR,2021
EMP100545,2,GDR,2021
EMP100546,1,GDR,2021
EMP100547,3,GDR,2021
EMP100548,4,GDR,2021
EMP100549,,GDR,2021
EMP100550,5,GDR,2021
EMP100551,4,GDR,2021
EMP100552,2,GDR,2021
EMP100553,5,GDR,2021
EMP100554,3,GDR,2021
EMP100555,,GDR,2021
EMP100556,1,GDR,2021
EMP100557,3,GDR,2021
EMP100558,2,GDR,2021
EMP100559,3,GDR,2021
EMP100560,2,GDR,2021
EMP100561,,GDR,2021
EMP100562,5,GDR,2021
EMP100563,,GDR,2021
EMP100564,4,GDR,2021
EMP100565,4,GDR,2021
EMP100566,4,GDR,2021
EMP100567,4,GDR,2021
EMP100568,3,GDR,2021
EMP100569,2,GDR,2021
EMP100570,2,GDR,2021
EMP100571,1,GDR,2021
EMP100572,4,GDR,2021
EMP100573,,GDR,2021
EMP100574,2,GDR,2021
EMP100575,,GDR,2021
EMP100576,3,GDR,2021
EMP100577,3,GDR,2021
EMP100578,4,GDR,2021
EMP100579,3,GDR,2021
EMP100580,4,GDR,2021
EMP100581,5,GDR,2021
EMP100582,3,GDR,2021
EMP100583,1,GDR,2021
EMP100584,3,GDR,2021
EMP100585,,GDR,2021
EMP100586,3,GDR,2021
EMP100587,3,GDR,2021
EMP100588,3,GDR,2021
EMP100589,3,GDR,2021
EMP100590,1,GDR,2021
EMP100591,4,GDR,2021
EMP100592,4,GDR,2021
EMP100593,,GDR,2021
EMP100594,3,GDR,2021
EMP100595,,GDR,2021
EMP100596,2,GDR,2021
EMP100597,4,GDR,2021
EMP100598,4,GDR,2021
EMP100599,,GDR,2021
EMP100600,,GDR,2021
EMP100601,2,GDR,2021
EMP100602,3,GDR,2021
EMP100603,3,GDR,2021
EMP100604,,GDR,2021
EMP100605,3,GDR,2021
EMP100606,3,GDR,2021
EMP100607,4,GDR,2021
EMP100608,,GDR,2021
EMP100609,2,GDR,2021
EMP100610,,GDR,2021
EMP100611,3,GDR,2021
EMP100612,2,GDR,2021
EMP100613,,GDR,2021
EMP100614,2,GDR,2021
EMP100615,4,GDR,2021
EMP100616,4,GDR,2021
EMP100617,1,GDR,2021
EMP100618,3,GDR,2021
EMP100619,5,GDR,2021
EMP100620,1,GDR,2021
EMP100621,4,GDR,2021
EMP100622,,GDR,2021
EMP100623,2,GDR,2021
EMP100624,4,GDR,2021
EMP100625,3,GDR,2021
EMP100626,,GDR,2021
EMP100627,,GDR,2021
EMP100628,,GDR,2021
EMP100629,4,GDR,2021
EMP100630,,GDR,2021
EMP100631,4,GDR,2021
EMP100632,5,GDR,2021
EMP100633,,GDR,2021
EMP100634,1,GDR,2021
EMP100635,,GDR,2021
EMP100636,3,GDR,2021
EMP100637,5,GDR,2021
EMP100638,4,GDR,2021
EMP100639,3,GDR,2021
EMP100640,,GDR,2021
EMP100641,2,GDR,2021
EMP100642,5,GDR,2021
EMP100643,4,GDR,2021
EMP100644,5,GDR,2021
EMP100645,3,GDR,2021
EMP100646,5,GDR,2021
EMP100647,5,GDR,2021
EMP100648,,GDR,2021
EMP100649,2,GDR,2021
EMP100650,,GDR,2021
EMP100651,2,GDR,2021
EMP100652,4,GDR,2021
EMP100653,,GDR,2021
EMP100654,3,GDR,2021
EMP100655,5,GDR,2021
EMP100656,3,GDR,2021
EMP100657,2,GDR,2021
EMP100658,4,GDR,2021
EMP100659,4,GDR,2021
EMP100660,5,GDR,2021
EMP100661,3,GDR,2021
EMP100662,6,GDR,2021
EMP100663,4,GDR,2021
EMP100664,,GDR,2021
EMP100665,4,GDR,2021
EMP100666,3,GDR,2021
EMP100667,4,GDR,2021
EMP100668,,GDR,2021
EMP100669,5,GDR,2021
EMP100670,2,GDR,2021
EMP100671,3,GDR,2021
EMP100672,1,GDR,2021
EMP100673,,GDR,2021
EMP100674,3,GDR,2021
EMP100675,4,GDR,2021
EMP100676,1,GDR,2021
EMP100677,,GDR,2021
EMP100678,3,GDR,2021
EMP100679,3,GDR,2021
EMP100680,3,GDR,2021
EMP100681,4,GDR,2021
EMP100682,2,GDR,2021
EMP100683,2,GDR,2021
EMP100684,4,GDR,2021
EMP100685,4,GDR,2021
EMP100686,3,GDR,2021
EMP100687,3,GDR,2021
EMP100688,3,GDR,2021
EMP100689,,GDR,2021
EMP100690,4,GDR,2021
EMP100691,4,GDR,2021
EMP100692,4,GDR,2021
EMP100693,1,GDR,2021
EMP100694,4,GDR,2021
EMP100695,,GDR,2021
EMP100696,2,GDR,2021
EMP100697,4,GDR,2021
EMP100698,,GDR,2021
EMP100699,,GDR,2021
EMP100700,5,GDR,2021
EMP100701,3,GDR,2021
EMP100702,4,GDR,2021
EMP100703,2,GDR,2021
EMP100704,2,GDR,2021
EMP100705,,GDR,2021
EMP100706,4,GDR,2021
EMP100707,2,GDR,2021
EMP100708,5,GDR,2021
EMP100709,4,GDR,2021
EMP100710,5,GDR,2021
EMP100711,,GDR,2021
EMP100712,3,GDR,2021
EMP100713,1,GDR,2021
EMP100714,5,GDR,2021
EMP100715,2,GDR,2021
EMP100716,4,GDR,2021
EMP100717,3,GDR,2021
EMP100718,3,GDR,2021
EMP100719,,GDR,2021
EMP100720,3,GDR,2021
EMP100721,4,GDR,2021
EMP100722,4,GDR,2021
EMP100723,5,GDR,2021
EMP100724,5,GDR,2021
EMP100725,5,GDR,2021
EMP100726,,GDR,2021
EMP100727,3,GDR,2021
EMP100728,3,GDR,2021
EMP100729,,GDR,2021
EMP100730,2,GDR,2021
EMP100731,,GDR,2021
EMP100732,4,GDR,2021
EMP100733,3,GDR,2021
EMP100734,,GDR,2021
EMP100735,4,GDR,2021
EMP100736,,GDR,2021
EMP100737,,GDR,2021
EMP100738,4,GDR,2021
EMP100739,1,GDR,2021
EMP100740,3,GDR,2021
EMP100741,5,GDR,2021
EMP100742,5,GDR,2021
EMP100743,,GDR,2021
EMP100744,5,GDR,2021
EMP100745,,GDR,2021
EMP100746,5,GDR,2021
EMP100747,4,GDR,2021
EMP100748,2,GDR,2021
EMP100749,4,GDR,2021
EMP100750,1,GDR,2021
EMP100751,5,GDR,2021
EMP100752,2,GDR,2021
EMP100753,4,GDR,2021
EMP100754,3,GDR,2021
EMP100755,4,GDR,2021
EMP100756,,GDR,2021
EMP100757,4,GDR,2021
EMP100758,5,GDR,2021
EMP100759,3,GDR,2021
EMP100760,3,GDR,2021
EMP100761,2,GDR,2021
EMP100762,,GDR,2021
EMP100763,2,GDR,2021
EMP100764,,GDR,2021
EMP100765,2,GDR,2021
EMP100766,,GDR,2021
EMP100767,,GDR,2021
EMP100768,5,GDR,2021
EMP100769,4,GDR,2021
EMP100770,3,GDR,2021
EMP100771,4,GDR,2021
EMP100772,3,GDR,2021
EMP100773,,GDR,2021
EMP100774,,GDR,2021
EMP100775,4,GDR,2021
EMP100776,3,GDR,2021
EMP100777,4,GDR,2021
EMP100778,3,GDR,2021
EMP100779,4,GDR,2021
EMP100780,,GDR,2021
EMP100781,5,GDR,2021
EMP100782,3,GDR,2021
EMP100783,1,GDR,2021
EMP100784,1,GDR,2021
EMP100785,2,GDR,2021
EMP100786,3,GDR,2021
EMP100787,3,GDR,2021
EMP100788,2,GDR,2021
EMP100789,4,GDR,2021
EMP100790,3,GDR,2021
EMP100791,4,GDR,2021
EMP100792,,GDR,2021
EMP100793,,GDR,2021
EMP100794,3,GDR,2021
EMP100795,4,GDR,2021
EMP100796,2,GDR,2021
EMP100797,0,GDR,2021
EMP100798,3,GDR,2021
EMP100799,1,GDR,2021
EMP100800,,GDR,2021
EMP100801,5,GDR,2021
EMP100802,3,GDR,2021
EMP100803,4,GDR,2021
EMP100804,2,GDR,2021
EMP100805,1,GDR,2021
EMP100806,,GDR,2021
EMP100807,4,GDR,2021
EMP100808,4,GDR,2021
EMP100809,4,GDR,2021
EMP100810,3,GDR,2021
EMP100811,4,GDR,2021
EMP100812,4,GDR,2021
EMP100813,3,GDR,2021
EMP100814,1,GDR,2021
EMP100815,4,GDR,2021
EMP100816,2,GDR,2021
EMP100817,,GDR,2021
EMP100818,3,GDR,2021
EMP100819,3,GDR,2021
EMP100820,,GDR,2021
EMP100821,3,GDR,2021
EMP100822,2,GDR,2021
EMP100823,,GDR,2021
EMP100824,2,GDR,2021
EMP100825,2,GDR,2021
EMP100826,2,GDR,2021
EMP100827,5,GDR,2021
EMP100828,,GDR,2021
EMP100829,2,GDR,2021
EMP100830,,GDR,2021
EMP100831,,GDR,2021
EMP100832,2,GDR,2021
EMP100833,,GDR,2021
EMP100834,,GDR,2021
EMP100835,4,GDR,2021
EMP100836,2,GDR,2021
EMP100837,,GDR,2021
EMP100838,1,GDR,2021
EMP100839,1,GDR,2021
EMP100840,2,GDR,2021
EMP100841,2,GDR,2021
EMP100842,3,GDR,2021
EMP100843,2,GDR,2021
EMP100844,4,GDR,2021
EMP100845,,GDR,2021
EMP100846,2,GDR,2021
EMP100847,4,GDR,2021
EMP100848,2,GDR,2021
EMP100849,3,GDR,2021
EMP100850,4,GDR,2021
EMP100851,,GDR,2021
EMP100852,4,GDR,2021
EMP100853,3,GDR,2021
EMP100854,3,GDR,2021
EMP100855,,GDR,2021
EMP100856,5,GDR,2021
EMP100857,1,GDR,2021
EMP100858,3,GDR,2021
EMP100859,3,GDR,2021
EMP100860,3,GDR,2021
EMP100861,3,GDR,2021
EMP100862,2,GDR,2021
EMP100863,,GDR,2021
EMP100864,2,GDR,2021
EMP100865,,GDR,2021
EMP100866,3,GDR,2021
EMP100867,2,GDR,2021
EMP100868,2,GDR,2021
EMP100869,1,GDR,2021
EMP100870,3,GDR,2021
EMP100871,,GDR,2021
EMP100872,4,GDR,2021
EMP100873,,GDR,2021
EMP100874,4,GDR,2021
EMP100875,3,GDR,2021
EMP100876,3,GDR,2021
EMP100877,1,GDR,2021
EMP100878,4,GDR,2021
EMP100879,,GDR,2021
EMP100880,,GDR,2021
EMP100881,,GDR,2021
EMP100882,,GDR,2021
EMP100883,2,GDR,2021
EMP100884,5,GDR,2021
EMP100885,3,GDR,2021
EMP100886,4,GDR,2021
EMP100887,5,GDR,2021
EMP100888,2,GDR,2021
EMP100889,4,GDR,2021
EMP100890,,GDR,2021
EMP100891,4,GDR,2021
EMP100892,,GDR,2021
EMP100893,5,GDR,2021
EMP100894,,GDR,2021
EMP100895,1,GDR,2021
EMP100896,3,GDR,2021
EMP100897,1,GDR,2021
EMP100898,4,GDR,2021
EMP100899,3,GDR,2021
EMP100900,4,GDR,2021
EMP100901,3,GDR,2021
EMP100902,2,GDR,2021
EMP100903,4,GDR,2021
EMP100904,,GDR,2021
EMP100905,4,GDR,2021
EMP100906,1,GDR,2021
EMP100907,4,GDR,2021
EMP100908,1,GDR,2021
EMP100909,3,GDR,2021
EMP100910,3,GDR,2021
EMP100911,,GDR,2021
EMP100912,5,GDR,2021
EMP100913,4,GDR,2021
EMP100914,2,GDR,2021
EMP100915,4,GDR,2021
EMP100916,2,GDR,2021
EMP100917,3,GDR,2021
EMP100918,,GDR,2021
EMP100919,1,GDR,2021
EMP100920,,GDR,2021
EMP100921,,GDR,2021
EMP100922,3,GDR,2021
EMP100923,6,GDR,2021
EMP100924,2,GDR,2021
EMP100925,,GDR,2021
EMP100926,3,GDR,2021
EMP100927,5,GDR,2021
EMP100928,4,GDR,2021
EMP100929,3,GDR,2021
EMP100930,4,GDR,2021
EMP100931,4,GDR,2021
EMP100932,5,GDR,2021
EMP100933,,GDR,2021
EMP100934,2,GDR,2021
EMP100935,2,GDR,2021
EMP100936,,GDR,2021
EMP100937,2,GDR,2021
EMP100938,2,GDR,2021
EMP100939,,GDR,2021
EMP100940,,GDR,2021
EMP100941,3,GDR,2021
EMP100942,2,GDR,2021
EMP100943,4,GDR,2021
EMP100944,2,GDR,2021
